datetime,date,hour,season,year,month,holiday,weekday,workingday,weather_condition,temperature,humidity,windspeed,casual_users,registered_users,total_rentals,day_name,is_weekend,is_rush_hour,is_business_hours,is_evening,is_night,casual_percentage,registered_percentage
2011-08-28 07:00:00,2011-08-28,7,fall,2011,8,0,0,0,3,77.8,83.0,24.0,0,1,1,Sunday,1,1,0,0,0,0.0,100.0
2011-08-28 08:00:00,2011-08-28,8,fall,2011,8,0,0,0,3,77.8,83.0,28.0,2,6,8,Sunday,1,1,0,0,0,25.0,75.0
2011-08-28 09:00:00,2011-08-28,9,fall,2011,8,0,0,0,1,80.7,74.0,28.0,7,46,53,Sunday,1,0,1,0,0,13.2,86.8
2011-08-28 10:00:00,2011-08-28,10,fall,2011,8,0,0,0,1,83.7,61.0,41.0,27,115,142,Sunday,1,0,1,0,0,19.0,81.0
2011-08-28 11:00:00,2011-08-28,11,fall,2011,8,0,0,0,1,83.7,58.0,26.0,59,178,237,Sunday,1,0,1,0,0,24.9,75.1
2011-08-28 12:00:00,2011-08-28,12,fall,2011,8,0,0,0,1,86.6,51.0,26.0,88,218,306,Sunday,1,0,1,0,0,28.8,71.2
2011-08-28 13:00:00,2011-08-28,13,fall,2011,8,0,0,0,1,88.1,45.0,24.0,129,302,431,Sunday,1,0,1,0,0,29.9,70.1
2011-08-28 14:00:00,2011-08-28,14,fall,2011,8,0,0,0,1,89.6,43.0,28.0,157,290,447,Sunday,1,0,1,0,0,35.1,64.9
2011-08-28 15:00:00,2011-08-28,15,fall,2011,8,0,0,0,1,89.6,43.0,24.0,155,314,469,Sunday,1,0,1,0,0,33.0,67.0
2011-08-28 16:00:00,2011-08-28,16,fall,2011,8,0,0,0,1,91.0,36.0,26.0,196,295,491,Sunday,1,0,1,0,0,39.9,60.1
2011-08-28 17:00:00,2011-08-28,17,fall,2011,8,0,0,0,1,88.1,40.0,20.0,145,253,398,Sunday,1,1,1,0,0,36.4,63.6
2011-08-28 18:00:00,2011-08-28,18,fall,2011,8,0,0,0,1,86.6,42.0,15.0,145,257,402,Sunday,1,1,0,1,0,36.1,63.9
2011-08-28 19:00:00,2011-08-28,19,fall,2011,8,0,0,0,1,85.1,48.0,7.0,140,247,387,Sunday,1,0,0,1,0,36.2,63.8
2011-08-28 20:00:00,2011-08-28,20,fall,2011,8,0,0,0,1,85.1,45.0,7.0,64,150,214,Sunday,1,0,0,1,0,29.9,70.1
2011-08-28 21:00:00,2011-08-28,21,fall,2011,8,0,0,0,1,80.7,61.0,9.0,60,126,186,Sunday,1,0,0,1,0,32.3,67.7
2011-08-28 22:00:00,2011-08-28,22,fall,2011,8,0,0,0,1,79.2,69.0,7.0,25,73,98,Sunday,1,0,0,1,0,25.5,74.5
2011-08-28 23:00:00,2011-08-28,23,fall,2011,8,0,0,0,1,77.8,73.0,7.0,16,48,64,Sunday,1,0,0,0,1,25.0,75.0
2011-08-29 00:00:00,2011-08-29,0,fall,2011,8,0,1,1,1,77.8,73.0,7.0,13,21,34,Monday,0,0,0,0,1,38.2,61.8
2011-08-29 01:00:00,2011-08-29,1,fall,2011,8,0,1,1,1,76.3,69.0,7.0,5,15,20,Monday,0,0,0,0,1,25.0,75.0
2011-08-29 02:00:00,2011-08-29,2,fall,2011,8,0,1,1,1,76.3,69.0,13.0,8,5,13,Monday,0,0,0,0,1,61.5,38.5
2011-08-29 03:00:00,2011-08-29,3,fall,2011,8,0,1,1,1,76.3,69.0,7.0,1,5,6,Monday,0,0,0,0,1,16.7,83.3
2011-08-29 04:00:00,2011-08-29,4,fall,2011,8,0,1,1,1,73.3,68.0,9.0,0,3,3,Monday,0,0,0,0,1,0.0,100.0
2011-08-29 05:00:00,2011-08-29,5,fall,2011,8,0,1,1,1,73.3,73.0,9.0,0,17,17,Monday,0,0,0,0,1,0.0,100.0
2011-08-29 06:00:00,2011-08-29,6,fall,2011,8,0,1,1,1,73.3,73.0,9.0,3,99,102,Monday,0,0,0,0,0,2.9,97.1
2011-08-29 07:00:00,2011-08-29,7,fall,2011,8,0,1,1,1,76.3,60.0,15.0,11,273,284,Monday,0,1,0,0,0,3.9,96.1
2011-08-29 08:00:00,2011-08-29,8,fall,2011,8,0,1,1,1,77.8,57.0,17.0,20,384,404,Monday,0,1,0,0,0,5.0,95.0
2011-08-29 09:00:00,2011-08-29,9,fall,2011,8,0,1,1,1,77.8,53.0,17.0,22,166,188,Monday,0,0,1,0,0,11.7,88.3
2011-08-29 10:00:00,2011-08-29,10,fall,2011,8,0,1,1,1,80.7,47.0,15.0,42,73,115,Monday,0,0,1,0,0,36.5,63.5
2011-08-29 11:00:00,2011-08-29,11,fall,2011,8,0,1,1,1,80.7,47.0,11.0,38,100,138,Monday,0,0,1,0,0,27.5,72.5
2011-08-29 12:00:00,2011-08-29,12,fall,2011,8,0,1,1,2,82.2,44.0,11.0,48,159,207,Monday,0,0,1,0,0,23.2,76.8
2011-08-29 13:00:00,2011-08-29,13,fall,2011,8,0,1,1,2,83.7,39.0,0.0,48,170,218,Monday,0,0,1,0,0,22.0,78.0
2011-08-29 14:00:00,2011-08-29,14,fall,2011,8,0,1,1,1,83.7,42.0,0.0,55,127,182,Monday,0,0,1,0,0,30.2,69.8
2011-08-29 15:00:00,2011-08-29,15,fall,2011,8,0,1,1,1,83.7,42.0,11.0,56,164,220,Monday,0,0,1,0,0,25.5,74.5
2011-08-29 16:00:00,2011-08-29,16,fall,2011,8,0,1,1,1,85.1,42.0,11.0,56,226,282,Monday,0,0,1,0,0,19.9,80.1
2011-08-29 17:00:00,2011-08-29,17,fall,2011,8,0,1,1,2,83.7,47.0,15.0,67,524,591,Monday,0,1,1,0,0,11.3,88.7
2011-08-29 18:00:00,2011-08-29,18,fall,2011,8,0,1,1,1,80.7,47.0,17.0,60,487,547,Monday,0,1,0,1,0,11.0,89.0
2011-08-29 19:00:00,2011-08-29,19,fall,2011,8,0,1,1,1,80.7,47.0,17.0,50,317,367,Monday,0,0,0,1,0,13.6,86.4
2011-08-29 20:00:00,2011-08-29,20,fall,2011,8,0,1,1,1,79.2,53.0,11.0,50,227,277,Monday,0,0,0,1,0,18.1,81.9
2011-08-29 21:00:00,2011-08-29,21,fall,2011,8,0,1,1,1,79.2,53.0,13.0,34,168,202,Monday,0,0,0,1,0,16.8,83.2
2011-08-29 22:00:00,2011-08-29,22,fall,2011,8,0,1,1,1,77.8,57.0,9.0,23,119,142,Monday,0,0,0,1,0,16.2,83.8
2011-08-29 23:00:00,2011-08-29,23,fall,2011,8,0,1,1,1,76.3,60.0,6.0,19,56,75,Monday,0,0,0,0,1,25.3,74.7
2011-08-30 00:00:00,2011-08-30,0,fall,2011,8,0,2,1,1,73.3,73.0,9.0,10,17,27,Tuesday,0,0,0,0,1,37.0,63.0
2011-08-30 01:00:00,2011-08-30,1,fall,2011,8,0,2,1,1,73.3,68.0,7.0,6,7,13,Tuesday,0,0,0,0,1,46.2,53.8
2011-08-30 02:00:00,2011-08-30,2,fall,2011,8,0,2,1,1,71.9,73.0,7.0,2,8,10,Tuesday,0,0,0,0,1,20.0,80.0
2011-08-30 03:00:00,2011-08-30,3,fall,2011,8,0,2,1,1,71.9,73.0,13.0,2,2,4,Tuesday,0,0,0,0,1,50.0,50.0
2011-08-30 04:00:00,2011-08-30,4,fall,2011,8,0,2,1,1,70.4,77.0,11.0,0,6,6,Tuesday,0,0,0,0,1,0.0,100.0
2011-08-30 05:00:00,2011-08-30,5,fall,2011,8,0,2,1,1,70.4,77.0,6.0,1,27,28,Tuesday,0,0,0,0,1,3.6,96.4
2011-08-30 06:00:00,2011-08-30,6,fall,2011,8,0,2,1,1,71.9,73.0,7.0,4,115,119,Tuesday,0,0,0,0,0,3.4,96.6
2011-08-30 07:00:00,2011-08-30,7,fall,2011,8,0,2,1,1,73.3,68.0,9.0,19,338,357,Tuesday,0,1,0,0,0,5.3,94.7
2011-08-30 08:00:00,2011-08-30,8,fall,2011,8,0,2,1,1,77.8,57.0,9.0,34,459,493,Tuesday,0,1,0,0,0,6.9,93.1
2011-08-30 09:00:00,2011-08-30,9,fall,2011,8,0,2,1,1,80.7,50.0,15.0,38,180,218,Tuesday,0,0,1,0,0,17.4,82.6
2011-08-30 10:00:00,2011-08-30,10,fall,2011,8,0,2,1,1,83.7,39.0,15.0,28,109,137,Tuesday,0,0,1,0,0,20.4,79.6
2011-08-30 11:00:00,2011-08-30,11,fall,2011,8,0,2,1,1,85.1,37.0,13.0,60,115,175,Tuesday,0,0,1,0,0,34.3,65.7
2011-08-30 12:00:00,2011-08-30,12,fall,2011,8,0,2,1,1,85.1,37.0,0.0,65,172,237,Tuesday,0,0,1,0,0,27.4,72.6
2011-08-30 13:00:00,2011-08-30,13,fall,2011,8,0,2,1,1,86.6,35.0,7.0,59,170,229,Tuesday,0,0,1,0,0,25.8,74.2
2011-08-30 14:00:00,2011-08-30,14,fall,2011,8,0,2,1,1,86.6,33.0,11.0,58,151,209,Tuesday,0,0,1,0,0,27.8,72.2
2011-08-30 15:00:00,2011-08-30,15,fall,2011,8,0,2,1,1,86.6,35.0,15.0,34,162,196,Tuesday,0,0,1,0,0,17.3,82.7
2011-08-30 16:00:00,2011-08-30,16,fall,2011,8,0,2,1,1,86.6,37.0,11.0,42,295,337,Tuesday,0,0,1,0,0,12.5,87.5
2011-08-30 17:00:00,2011-08-30,17,fall,2011,8,0,2,1,1,85.1,42.0,13.0,62,549,611,Tuesday,0,1,1,0,0,10.1,89.9
2011-08-30 18:00:00,2011-08-30,18,fall,2011,8,0,2,1,1,83.7,45.0,11.0,60,516,576,Tuesday,0,1,0,1,0,10.4,89.6
2011-08-30 19:00:00,2011-08-30,19,fall,2011,8,0,2,1,1,80.7,50.0,6.0,68,397,465,Tuesday,0,0,0,1,0,14.6,85.4
2011-08-30 20:00:00,2011-08-30,20,fall,2011,8,0,2,1,1,80.7,50.0,0.0,39,259,298,Tuesday,0,0,0,1,0,13.1,86.9
2011-08-30 21:00:00,2011-08-30,21,fall,2011,8,0,2,1,1,79.2,65.0,6.0,43,180,223,Tuesday,0,0,0,1,0,19.3,80.7
2011-08-30 22:00:00,2011-08-30,22,fall,2011,8,0,2,1,1,77.8,61.0,0.0,22,121,143,Tuesday,0,0,0,1,0,15.4,84.6
2011-08-30 23:00:00,2011-08-30,23,fall,2011,8,0,2,1,1,77.8,61.0,0.0,19,74,93,Tuesday,0,0,0,0,1,20.4,79.6
2011-08-31 00:00:00,2011-08-31,0,fall,2011,8,0,3,1,1,76.3,69.0,0.0,8,24,32,Wednesday,0,0,0,0,1,25.0,75.0
2011-08-31 01:00:00,2011-08-31,1,fall,2011,8,0,3,1,1,76.3,69.0,0.0,2,13,15,Wednesday,0,0,0,0,1,13.3,86.7
2011-08-31 02:00:00,2011-08-31,2,fall,2011,8,0,3,1,1,73.3,73.0,0.0,1,5,6,Wednesday,0,0,0,0,1,16.7,83.3
2011-08-31 03:00:00,2011-08-31,3,fall,2011,8,0,3,1,1,73.3,78.0,0.0,2,4,6,Wednesday,0,0,0,0,1,33.3,66.7
2011-08-31 04:00:00,2011-08-31,4,fall,2011,8,0,3,1,1,73.3,73.0,0.0,0,5,5,Wednesday,0,0,0,0,1,0.0,100.0
2011-08-31 05:00:00,2011-08-31,5,fall,2011,8,0,3,1,1,71.9,83.0,6.0,2,25,27,Wednesday,0,0,0,0,1,7.4,92.6
2011-08-31 06:00:00,2011-08-31,6,fall,2011,8,0,3,1,1,71.9,77.0,0.0,4,107,111,Wednesday,0,0,0,0,0,3.6,96.4
2011-08-31 07:00:00,2011-08-31,7,fall,2011,8,0,3,1,1,76.3,78.0,0.0,12,316,328,Wednesday,0,1,0,0,0,3.7,96.3
2011-08-31 08:00:00,2011-08-31,8,fall,2011,8,0,3,1,1,77.8,69.0,0.0,27,440,467,Wednesday,0,1,0,0,0,5.8,94.2
2011-08-31 09:00:00,2011-08-31,9,fall,2011,8,0,3,1,1,79.2,69.0,6.0,27,217,244,Wednesday,0,0,1,0,0,11.1,88.9
2011-08-31 10:00:00,2011-08-31,10,fall,2011,8,0,3,1,1,83.7,45.0,7.0,33,105,138,Wednesday,0,0,1,0,0,23.9,76.1
2011-08-31 11:00:00,2011-08-31,11,fall,2011,8,0,3,1,1,85.1,42.0,9.0,28,143,171,Wednesday,0,0,1,0,0,16.4,83.6
2011-08-31 12:00:00,2011-08-31,12,fall,2011,8,0,3,1,1,86.6,43.0,9.0,68,192,260,Wednesday,0,0,1,0,0,26.2,73.8
2011-08-31 13:00:00,2011-08-31,13,fall,2011,8,0,3,1,1,86.6,37.0,7.0,39,182,221,Wednesday,0,0,1,0,0,17.6,82.4
2011-08-31 14:00:00,2011-08-31,14,fall,2011,8,0,3,1,1,86.6,40.0,9.0,48,148,196,Wednesday,0,0,1,0,0,24.5,75.5
2011-08-31 15:00:00,2011-08-31,15,fall,2011,8,0,3,1,1,86.6,40.0,9.0,34,138,172,Wednesday,0,0,1,0,0,19.8,80.2
2011-08-31 16:00:00,2011-08-31,16,fall,2011,8,0,3,1,1,86.6,42.0,9.0,46,263,309,Wednesday,0,0,1,0,0,14.9,85.1
2011-08-31 17:00:00,2011-08-31,17,fall,2011,8,0,3,1,1,85.1,45.0,9.0,83,525,608,Wednesday,0,1,1,0,0,13.7,86.3
2011-08-31 18:00:00,2011-08-31,18,fall,2011,8,0,3,1,1,83.7,51.0,15.0,70,495,565,Wednesday,0,1,0,1,0,12.4,87.6
2011-08-31 19:00:00,2011-08-31,19,fall,2011,8,0,3,1,1,94.0,47.0,17.0,53,393,446,Wednesday,0,0,0,1,0,11.9,88.1
2011-08-31 20:00:00,2011-08-31,20,fall,2011,8,0,3,1,1,80.7,57.0,9.0,30,259,289,Wednesday,0,0,0,1,0,10.4,89.6
2011-08-31 21:00:00,2011-08-31,21,fall,2011,8,0,3,1,1,80.7,61.0,6.0,27,174,201,Wednesday,0,0,0,1,0,13.4,86.6
2011-08-31 22:00:00,2011-08-31,22,fall,2011,8,0,3,1,1,79.2,69.0,0.0,20,137,157,Wednesday,0,0,0,1,0,12.7,87.3
2011-08-31 23:00:00,2011-08-31,23,fall,2011,8,0,3,1,1,76.3,78.0,7.0,24,60,84,Wednesday,0,0,0,0,1,28.6,71.4
2011-09-01 00:00:00,2011-09-01,0,fall,2011,9,0,4,1,1,76.3,78.0,7.0,18,33,51,Thursday,0,0,0,0,1,35.3,64.7
2011-09-01 01:00:00,2011-09-01,1,fall,2011,9,0,4,1,1,76.3,73.0,6.0,7,14,21,Thursday,0,0,0,0,1,33.3,66.7
2011-09-01 02:00:00,2011-09-01,2,fall,2011,9,0,4,1,1,74.8,78.0,6.0,14,11,25,Thursday,0,0,0,0,1,56.0,44.0
2011-09-01 03:00:00,2011-09-01,3,fall,2011,9,0,4,1,1,74.8,78.0,6.0,7,7,14,Thursday,0,0,0,0,1,50.0,50.0
2011-09-01 04:00:00,2011-09-01,4,fall,2011,9,0,4,1,1,73.3,83.0,6.0,0,7,7,Thursday,0,0,0,0,1,0.0,100.0
2011-09-01 05:00:00,2011-09-01,5,fall,2011,9,0,4,1,1,73.3,73.0,6.0,1,22,23,Thursday,0,0,0,0,1,4.3,95.7
2011-09-01 06:00:00,2011-09-01,6,fall,2011,9,0,4,1,1,76.3,78.0,0.0,2,103,105,Thursday,0,0,0,0,0,1.9,98.1
2011-09-01 07:00:00,2011-09-01,7,fall,2011,9,0,4,1,1,76.3,78.0,0.0,7,335,342,Thursday,0,1,0,0,0,2.0,98.0
2011-09-01 08:00:00,2011-09-01,8,fall,2011,9,0,4,1,1,77.8,73.0,9.0,31,467,498,Thursday,0,1,0,0,0,6.2,93.8
2011-09-01 09:00:00,2011-09-01,9,fall,2011,9,0,4,1,1,79.2,69.0,7.0,29,178,207,Thursday,0,0,1,0,0,14.0,86.0
2011-09-01 10:00:00,2011-09-01,10,fall,2011,9,0,4,1,1,82.2,61.0,9.0,46,92,138,Thursday,0,0,1,0,0,33.3,66.7
2011-09-01 11:00:00,2011-09-01,11,fall,2011,9,0,4,1,1,85.1,51.0,9.0,51,141,192,Thursday,0,0,1,0,0,26.6,73.4
2011-09-01 12:00:00,2011-09-01,12,fall,2011,9,0,4,1,2,85.1,51.0,9.0,64,165,229,Thursday,0,0,1,0,0,27.9,72.1
2011-09-01 13:00:00,2011-09-01,13,fall,2011,9,0,4,1,2,85.1,48.0,6.0,50,169,219,Thursday,0,0,1,0,0,22.8,77.2
2011-09-01 14:00:00,2011-09-01,14,fall,2011,9,0,4,1,3,85.1,54.0,17.0,54,144,198,Thursday,0,0,1,0,0,27.3,72.7
2011-09-01 15:00:00,2011-09-01,15,fall,2011,9,0,4,1,1,85.1,51.0,9.0,39,135,174,Thursday,0,0,1,0,0,22.4,77.6
2011-09-01 16:00:00,2011-09-01,16,fall,2011,9,0,4,1,1,86.6,51.0,13.0,55,253,308,Thursday,0,0,1,0,0,17.9,82.1
2011-09-01 17:00:00,2011-09-01,17,fall,2011,9,0,4,1,1,85.1,54.0,17.0,61,567,628,Thursday,0,1,1,0,0,9.7,90.3
2011-09-01 18:00:00,2011-09-01,18,fall,2011,9,0,4,1,1,85.1,54.0,15.0,69,462,531,Thursday,0,1,0,1,0,13.0,87.0
2011-09-01 19:00:00,2011-09-01,19,fall,2011,9,0,4,1,1,83.7,58.0,11.0,79,364,443,Thursday,0,0,0,1,0,17.8,82.2
2011-09-01 20:00:00,2011-09-01,20,fall,2011,9,0,4,1,1,80.7,61.0,15.0,33,247,280,Thursday,0,0,0,1,0,11.8,88.2
2011-09-01 21:00:00,2011-09-01,21,fall,2011,9,0,4,1,2,80.7,57.0,13.0,17,160,177,Thursday,0,0,0,1,0,9.6,90.4
2011-09-01 22:00:00,2011-09-01,22,fall,2011,9,0,4,1,2,80.7,57.0,15.0,34,145,179,Thursday,0,0,0,1,0,19.0,81.0
2011-09-01 23:00:00,2011-09-01,23,fall,2011,9,0,4,1,1,79.2,65.0,17.0,15,111,126,Thursday,0,0,0,0,1,11.9,88.1
2011-09-02 00:00:00,2011-09-02,0,fall,2011,9,0,5,1,1,79.2,65.0,13.0,6,58,64,Friday,0,0,0,0,1,9.4,90.6
2011-09-02 01:00:00,2011-09-02,1,fall,2011,9,0,5,1,3,77.8,73.0,7.0,4,28,32,Friday,0,0,0,0,1,12.5,87.5
2011-09-02 02:00:00,2011-09-02,2,fall,2011,9,0,5,1,3,77.8,73.0,7.0,9,11,20,Friday,0,0,0,0,1,45.0,55.0
2011-09-02 03:00:00,2011-09-02,3,fall,2011,9,0,5,1,2,76.3,83.0,11.0,4,4,8,Friday,0,0,0,0,1,50.0,50.0
2011-09-02 04:00:00,2011-09-02,4,fall,2011,9,0,5,1,1,76.3,83.0,6.0,2,2,4,Friday,0,0,0,0,1,50.0,50.0
2011-09-02 05:00:00,2011-09-02,5,fall,2011,9,0,5,1,2,76.3,83.0,9.0,0,20,20,Friday,0,0,0,0,1,0.0,100.0
2011-09-02 06:00:00,2011-09-02,6,fall,2011,9,0,5,1,1,76.3,83.0,9.0,3,73,76,Friday,0,0,0,0,0,3.9,96.1
2011-09-02 07:00:00,2011-09-02,7,fall,2011,9,0,5,1,1,76.3,83.0,7.0,6,253,259,Friday,0,1,0,0,0,2.3,97.7
2011-09-02 08:00:00,2011-09-02,8,fall,2011,9,0,5,1,1,77.8,78.0,13.0,22,434,456,Friday,0,1,0,0,0,4.8,95.2
2011-09-02 09:00:00,2011-09-02,9,fall,2011,9,0,5,1,2,77.8,83.0,7.0,30,190,220,Friday,0,0,1,0,0,13.6,86.4
2011-09-02 10:00:00,2011-09-02,10,fall,2011,9,0,5,1,2,79.2,76.0,11.0,34,106,140,Friday,0,0,1,0,0,24.3,75.7
2011-09-02 11:00:00,2011-09-02,11,fall,2011,9,0,5,1,2,80.7,74.0,7.0,51,141,192,Friday,0,0,1,0,0,26.6,73.4
2011-09-02 12:00:00,2011-09-02,12,fall,2011,9,0,5,1,2,80.7,69.0,15.0,82,178,260,Friday,0,0,1,0,0,31.5,68.5
2011-09-02 13:00:00,2011-09-02,13,fall,2011,9,0,5,1,2,82.2,65.0,9.0,72,207,279,Friday,0,0,1,0,0,25.8,74.2
2011-09-02 14:00:00,2011-09-02,14,fall,2011,9,0,5,1,2,83.7,61.0,7.0,75,208,283,Friday,0,0,1,0,0,26.5,73.5
2011-09-02 15:00:00,2011-09-02,15,fall,2011,9,0,5,1,2,83.7,61.0,17.0,69,277,346,Friday,0,0,1,0,0,19.9,80.1
2011-09-02 16:00:00,2011-09-02,16,fall,2011,9,0,5,1,2,83.7,61.0,9.0,82,299,381,Friday,0,0,1,0,0,21.5,78.5
2011-09-02 17:00:00,2011-09-02,17,fall,2011,9,0,5,1,2,82.2,65.0,11.0,78,377,455,Friday,0,1,1,0,0,17.1,82.9
2011-09-02 18:00:00,2011-09-02,18,fall,2011,9,0,5,1,2,82.2,65.0,13.0,50,305,355,Friday,0,1,0,1,0,14.1,85.9
2011-09-02 19:00:00,2011-09-02,19,fall,2011,9,0,5,1,1,80.7,69.0,9.0,67,220,287,Friday,0,0,0,1,0,23.3,76.7
2011-09-02 20:00:00,2011-09-02,20,fall,2011,9,0,5,1,1,79.2,73.0,0.0,38,158,196,Friday,0,0,0,1,0,19.4,80.6
2011-09-02 21:00:00,2011-09-02,21,fall,2011,9,0,5,1,2,79.2,73.0,6.0,28,121,149,Friday,0,0,0,1,0,18.8,81.2
2011-09-02 22:00:00,2011-09-02,22,fall,2011,9,0,5,1,2,79.2,73.0,11.0,33,114,147,Friday,0,0,0,1,0,22.4,77.6
2011-09-02 23:00:00,2011-09-02,23,fall,2011,9,0,5,1,2,79.2,73.0,11.0,30,68,98,Friday,0,0,0,0,1,30.6,69.4
2011-09-03 00:00:00,2011-09-03,0,fall,2011,9,0,6,0,2,79.2,73.0,7.0,22,65,87,Saturday,1,0,0,0,1,25.3,74.7
2011-09-03 01:00:00,2011-09-03,1,fall,2011,9,0,6,0,2,79.2,69.0,17.0,17,57,74,Saturday,1,0,0,0,1,23.0,77.0
2011-09-03 02:00:00,2011-09-03,2,fall,2011,9,0,6,0,2,79.2,69.0,15.0,15,26,41,Saturday,1,0,0,0,1,36.6,63.4
2011-09-03 03:00:00,2011-09-03,3,fall,2011,9,0,6,0,1,77.8,73.0,11.0,17,18,35,Saturday,1,0,0,0,1,48.6,51.4
2011-09-03 04:00:00,2011-09-03,4,fall,2011,9,0,6,0,1,77.8,73.0,11.0,3,4,7,Saturday,1,0,0,0,1,42.9,57.1
2011-09-03 05:00:00,2011-09-03,5,fall,2011,9,0,6,0,1,77.8,69.0,13.0,3,9,12,Saturday,1,0,0,0,1,25.0,75.0
2011-09-03 06:00:00,2011-09-03,6,fall,2011,9,0,6,0,1,77.8,73.0,11.0,4,19,23,Saturday,1,0,0,0,0,17.4,82.6
2011-09-03 07:00:00,2011-09-03,7,fall,2011,9,0,6,0,1,77.8,73.0,13.0,5,33,38,Saturday,1,1,0,0,0,13.2,86.8
2011-09-03 08:00:00,2011-09-03,8,fall,2011,9,0,6,0,1,79.2,69.0,11.0,24,65,89,Saturday,1,1,0,0,0,27.0,73.0
2011-09-03 09:00:00,2011-09-03,9,fall,2011,9,0,6,0,2,80.7,69.0,17.0,83,118,201,Saturday,1,0,1,0,0,41.3,58.7
2011-09-03 10:00:00,2011-09-03,10,fall,2011,9,0,6,0,3,80.7,65.0,17.0,90,168,258,Saturday,1,0,1,0,0,34.9,65.1
2011-09-03 11:00:00,2011-09-03,11,fall,2011,9,0,6,0,3,80.7,69.0,19.0,66,128,194,Saturday,1,0,1,0,0,34.0,66.0
2011-09-03 12:00:00,2011-09-03,12,fall,2011,9,0,6,0,1,83.7,61.0,15.0,97,160,257,Saturday,1,0,1,0,0,37.7,62.3
2011-09-03 13:00:00,2011-09-03,13,fall,2011,9,0,6,0,1,83.7,65.0,15.0,153,200,353,Saturday,1,0,1,0,0,43.3,56.7
2011-09-03 14:00:00,2011-09-03,14,fall,2011,9,0,6,0,2,85.1,66.0,11.0,204,176,380,Saturday,1,0,1,0,0,53.7,46.3
2011-09-03 15:00:00,2011-09-03,15,fall,2011,9,0,6,0,1,85.1,70.0,11.0,187,201,388,Saturday,1,0,1,0,0,48.2,51.8
2011-09-03 16:00:00,2011-09-03,16,fall,2011,9,0,6,0,1,85.1,70.0,13.0,186,188,374,Saturday,1,0,1,0,0,49.7,50.3
2011-09-03 17:00:00,2011-09-03,17,fall,2011,9,0,6,0,1,85.1,70.0,15.0,170,201,371,Saturday,1,1,1,0,0,45.8,54.2
2011-09-03 18:00:00,2011-09-03,18,fall,2011,9,0,6,0,1,85.1,70.0,11.0,160,179,339,Saturday,1,1,0,1,0,47.2,52.8
2011-09-03 19:00:00,2011-09-03,19,fall,2011,9,0,6,0,1,83.7,74.0,9.0,147,148,295,Saturday,1,0,0,1,0,49.8,50.2
2011-09-03 20:00:00,2011-09-03,20,fall,2011,9,0,6,0,1,83.7,79.0,11.0,99,120,219,Saturday,1,0,0,1,0,45.2,54.8
2011-09-03 21:00:00,2011-09-03,21,fall,2011,9,0,6,0,1,82.2,83.0,9.0,71,93,164,Saturday,1,0,0,1,0,43.3,56.7
2011-09-03 22:00:00,2011-09-03,22,fall,2011,9,0,6,0,1,82.2,83.0,7.0,66,96,162,Saturday,1,0,0,1,0,40.7,59.3
2011-09-03 23:00:00,2011-09-03,23,fall,2011,9,0,6,0,1,80.7,85.0,9.0,46,77,123,Saturday,1,0,0,0,1,37.4,62.6
2011-09-04 00:00:00,2011-09-04,0,fall,2011,9,0,0,0,1,80.7,89.0,13.0,33,76,109,Sunday,1,0,0,0,1,30.3,69.7
2011-09-04 01:00:00,2011-09-04,1,fall,2011,9,0,0,0,1,80.7,83.0,9.0,37,38,75,Sunday,1,0,0,0,1,49.3,50.7
2011-09-04 02:00:00,2011-09-04,2,fall,2011,9,0,0,0,1,80.7,83.0,13.0,17,43,60,Sunday,1,0,0,0,1,28.3,71.7
2011-09-04 03:00:00,2011-09-04,3,fall,2011,9,0,0,0,1,79.2,89.0,13.0,20,23,43,Sunday,1,0,0,0,1,46.5,53.5
2011-09-04 04:00:00,2011-09-04,4,fall,2011,9,0,0,0,1,79.2,83.0,11.0,0,4,4,Sunday,1,0,0,0,1,0.0,100.0
2011-09-04 05:00:00,2011-09-04,5,fall,2011,9,0,0,0,1,79.2,83.0,9.0,1,5,6,Sunday,1,0,0,0,1,16.7,83.3
2011-09-04 06:00:00,2011-09-04,6,fall,2011,9,0,0,0,1,79.2,84.0,15.0,0,3,3,Sunday,1,0,0,0,0,0.0,100.0
2011-09-04 07:00:00,2011-09-04,7,fall,2011,9,0,0,0,1,80.7,78.0,13.0,10,20,30,Sunday,1,1,0,0,0,33.3,66.7
2011-09-04 08:00:00,2011-09-04,8,fall,2011,9,0,0,0,1,80.7,78.0,11.0,21,49,70,Sunday,1,1,0,0,0,30.0,70.0
2011-09-04 09:00:00,2011-09-04,9,fall,2011,9,0,0,0,1,80.7,78.0,11.0,87,102,189,Sunday,1,0,1,0,0,46.0,54.0
2011-09-04 10:00:00,2011-09-04,10,fall,2011,9,0,0,0,1,83.7,74.0,9.0,150,147,297,Sunday,1,0,1,0,0,50.5,49.5
2011-09-04 11:00:00,2011-09-04,11,fall,2011,9,0,0,0,1,86.6,70.0,11.0,174,163,337,Sunday,1,0,1,0,0,51.6,48.4
2011-09-04 12:00:00,2011-09-04,12,fall,2011,9,0,0,0,1,88.1,66.0,11.0,214,221,435,Sunday,1,0,1,0,0,49.2,50.8
2011-09-04 13:00:00,2011-09-04,13,fall,2011,9,0,0,0,2,89.6,62.0,19.0,245,174,419,Sunday,1,0,1,0,0,58.5,41.5
